parcel_id,local_parcel_id,village,district,current_crop,candidate_crop_id,crop,candidate_crop_norm,area_da,crop_group,category,water_m3_da,net_water_m3_da,water_m3_total,net_water_m3_total,yield_ton_da,production_ton,yield_ratio,current_quota_m3,water_saving_m3_vs_current,is_current_crop,is_feasible_under_current_quota,irrigation_text,total_efficiency,peak_month,peak_gross_m3_da,soil_text,source_workbook,profit_tl_da,profit_tl_total,yield_kg_da_model,candidate_crop,crop_norm,current_crop_norm,candidate_crop_norm_norm,quota_equal_village_equal_parcel_m3,quota_current_demand_reference_m3,quota_area_fair_per_da_m3,quota_hybrid_area70_current30_m3
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U01,BUĞDAY (Dane),BUGDAYDANE,2700.0,Tarla_Kuru,Tarla,612.83,390.67,1654641.0,1054809.0,0.5174,1396.98,1.0,2015210.7426455873,0.0,1,1,Yagmurlama,0.637,Haziran,243.58,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,2687.037,7254999.9,517.4,BUĞDAY (Dane),BUGDAYDANE,BUGDAYDANE,BUGDAYDANE,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U02,ARPA (Dane),ARPADANE,2700.0,Tarla_Kuru,Tarla,515.35,328.53,1391445.0,887031.0,0.4734,1278.18,1.0,2015210.7426455873,263196.0,0,1,Yagmurlama,0.637,Haziran,212.5,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,2600.0,7020000.0,473.4,ARPA (Dane),ARPADANE,BUGDAYDANE,ARPADANE,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U03,ÇAVDAR (Dane),CAVDARDANE,2700.0,Tarla_Kuru,Tarla,513.94,327.64,1387638.0,884628.0,0.325,877.5,1.0,2015210.7426455873,267003.0,0,1,Yagmurlama,0.637,Haziran,212.05,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,2500.0,6750000.0,325.0,ÇAVDAR (Dane),CAVDARDANE,BUGDAYDANE,CAVDARDANE,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U04,TRTİKALE (Dane),TRTIKALEDANE,2700.0,Tarla_Kuru,Tarla,542.15,345.62,1463805.0,933174.0,0.4,1080.0,1.0,2015210.7426455873,190836.0,0,1,Yagmurlama,0.637,Haziran,221.1,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,2700.0,7290000.0,400.0,TRTİKALE (Dane),TRTIKALEDANE,BUGDAYDANE,TRTIKALEDANE,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U05,YULAF (Dane),YULAFDANE,2700.0,Tarla_Kuru,Tarla,492.83,314.17,1330641.0,848259.0,0.3,810.0,1.0,2015210.7426455873,324000.0,0,1,Yagmurlama,0.637,Haziran,205.32,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,2500.0,6750000.0,300.0,YULAF (Dane),YULAFDANE,BUGDAYDANE,YULAFDANE,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U06,KURU FASULYE,KURUFASULYE,2700.0,Tarla_Sulamali,Tarla,834.51,532.0,2253177.0,1436400.0,0.375,1012.5,1.0,2015210.7426455873,-598536.0,0,0,Yagmurlama,0.637,Ağustos,262.96,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,5500.0,14850000.0,375.0,KURU FASULYE,KURUFASULYE,BUGDAYDANE,KURUFASULYE,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U07,NOHUT,NOHUT,2700.0,Tarla_Kuru,Tarla,664.86,423.85,1795122.0,1144395.0,0.09,243.0,1.0,2015210.7426455873,-140481.0,0,1,Yagmurlama,0.637,Temmuz,224.31,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,3200.0,8640000.0,90.0,NOHUT,NOHUT,BUGDAYDANE,NOHUT,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U08,AYÇİÇEĞİ,AYCICEGI,2700.0,Tarla_Sulamali,Tarla,970.91,618.96,2621457.0,1671192.0,0.25,675.0,1.0,2015210.7426455873,-966816.0,0,0,Yagmurlama,0.637,Ağustos,330.31,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,4200.0,11340000.0,250.0,AYÇİÇEĞİ,AYCICEGI,BUGDAYDANE,AYCICEGI,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U09,PATATES,PATATES,2700.0,Tarla_Sulamali,Tarla,889.52,567.06,2401704.0,1531062.0,4.0,10800.0,1.0,2015210.7426455873,-747063.0,0,0,Yagmurlama,0.637,Temmuz,248.35,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,2321.017,6266745.9,4000.0,PATATES,PATATES,BUGDAYDANE,PATATES,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U10,BUĞDAY (YEŞİLOT),BUGDAYYESILOT,2700.0,Tarla_Yem,Tarla,457.61,291.72,1235547.0,787644.0,2.0,5400.0,1.0,2015210.7426455873,419094.0,0,1,Yagmurlama,0.637,Nisan,211.55,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,3500.0,9450000.0,2000.0,BUĞDAY (YEŞİLOT),BUGDAYYESILOT,BUGDAYDANE,BUGDAYYESILOT,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U11,ARPA (YEŞİLOT),ARPAYESILOT,2700.0,Tarla_Yem,Tarla,442.87,282.33,1195749.0,762291.0,1.75,4725.0,1.0,2015210.7426455873,458892.0,0,1,Yagmurlama,0.637,Nisan,205.54,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,4200.0,11340000.0,1750.0,ARPA (YEŞİLOT),ARPAYESILOT,BUGDAYDANE,ARPAYESILOT,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U12,ÇAVDAR (YEŞİLOT),CAVDARYESILOT,2700.0,Tarla_Yem,Tarla,487.14,310.55,1315278.0,838485.0,2.0,5400.0,1.0,2015210.7426455873,339363.0,0,1,Yagmurlama,0.637,Nisan,223.56,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,3900.0,10530000.0,2000.0,ÇAVDAR (YEŞİLOT),CAVDARYESILOT,BUGDAYDANE,CAVDARYESILOT,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U13,TRİTİKALE (YEŞİLOT),TRITIKALEYESILOT,2700.0,Tarla_Yem,Tarla,472.34,301.12,1275318.0,813024.0,2.0,5400.0,1.0,2015210.7426455873,379323.0,0,1,Yagmurlama,0.637,Nisan,217.55,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,3500.0,9450000.0,2000.0,TRİTİKALE (YEŞİLOT),TRITIKALEYESILOT,BUGDAYDANE,TRITIKALEYESILOT,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U14,YULAF (YEŞİLOT),YULAFYESILOT,2700.0,Tarla_Yem,Tarla,457.61,291.72,1235547.0,787644.0,1.5,4050.0,1.0,2015210.7426455873,419094.0,0,1,Yagmurlama,0.637,Nisan,211.55,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,3800.0,10260000.0,1500.0,YULAF (YEŞİLOT),YULAFYESILOT,BUGDAYDANE,YULAFYESILOT,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U15,FİĞ (YEŞİLOT),FIGYESILOT,2700.0,Tarla_Yem,Tarla,607.37,387.2,1639899.0,1045440.0,2.0,5400.0,1.0,2015210.7426455873,14742.0,0,1,Yagmurlama,0.637,Nisan,297.13,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,4500.0,12150000.0,2000.0,FİĞ (YEŞİLOT),FIGYESILOT,BUGDAYDANE,FIGYESILOT,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U16,YONCA (YEŞİLOT),YONCAYESILOT,2700.0,Tarla_Yem,Tarla,1114.73,710.64,3009771.0,1918728.0,5.5,14850.0,1.0,2015210.7426455873,-1355130.0,0,0,Yagmurlama,0.637,Haziran,271.73,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,6500.0,17550000.0,5500.0,YONCA (YEŞİLOT),YONCAYESILOT,BUGDAYDANE,YONCAYESILOT,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U17,SİLAJLIK MISIR,SILAJLIKMISIR,2700.0,Tarla_Yem,Tarla,836.08,533.0,2257416.0,1439100.0,6.5,17550.0,1.0,2015210.7426455873,-602775.0,0,0,Yagmurlama,0.637,Ağustos,267.56,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,6200.0,16740000.0,6500.0,SİLAJLIK MISIR,SILAJLIKMISIR,BUGDAYDANE,SILAJLIKMISIR,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U18,SORGUM,SORGUM,2700.0,Tarla_Yem,Tarla,804.65,512.97,2172555.0,1385019.0,6.0,16200.0,1.0,2015210.7426455873,-517914.0,0,0,Yagmurlama,0.637,Ağustos,253.9,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,3800.0,10260000.0,6000.0,SORGUM,SORGUM,BUGDAYDANE,SORGUM,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U19,BARBUNYA FASULYE (TAZE),BARBUNYAFASULYETAZE,2700.0,Sebze,Sebze,580.4,444.02,1567080.0,1198854.0,1.2,3240.0,1.0,2015210.7426455873,87561.0,0,1,Damla,0.765,Ağustos,162.72,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,1800.0,4860000.0,1200.0,BARBUNYA FASULYE (TAZE),BARBUNYAFASULYETAZE,BUGDAYDANE,BARBUNYAFASULYETAZE,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U20,SİVRİ BİBER,SIVRIBIBER,2700.0,Sebze,Sebze,698.13,534.07,1884951.0,1441989.0,1.75,4725.0,1.0,2015210.7426455873,-230310.0,0,1,Damla,0.765,Ağustos,189.18,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,7000.0,18900000.0,1750.0,SİVRİ BİBER,SIVRIBIBER,BUGDAYDANE,SIVRIBIBER,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U21,SALÇALIK BİBER,SALCALIKBIBER,2700.0,Sebze,Sebze,698.13,534.07,1884951.0,1441989.0,4.0,10800.0,1.0,2015210.7426455873,-230310.0,0,1,Damla,0.765,Ağustos,189.18,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,9155.901,24720932.7,4000.0,SALÇALIK BİBER,SALCALIKBIBER,BUGDAYDANE,SALCALIKBIBER,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U22,SOFRALIK DOMATES,SOFRALIKDOMATES,2700.0,Sebze,Sebze,788.26,603.02,2128302.0,1628154.0,4.0,10800.0,1.0,2015210.7426455873,-473661.0,0,0,Damla,0.765,Temmuz,210.78,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,8679.698,23435184.6,4000.0,SOFRALIK DOMATES,SOFRALIKDOMATES,BUGDAYDANE,SOFRALIKDOMATES,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U23,SALÇALIK DOMATES,SALCALIKDOMATES,2700.0,Sebze,Sebze,788.26,603.02,2128302.0,1628154.0,8.0,21600.0,1.0,2015210.7426455873,-473661.0,0,0,Damla,0.765,Temmuz,210.78,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,15991.719,43177641.3,8000.0,SALÇALIK DOMATES,SALCALIKDOMATES,BUGDAYDANE,SALCALIKDOMATES,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U24,FASULYE (TAZE),FASULYETAZE,2700.0,Sebze,Sebze,580.4,444.02,1567080.0,1198854.0,1.25,3375.0,1.0,2015210.7426455873,87561.0,0,1,Damla,0.765,Ağustos,162.72,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,575.635,1554214.5,1250.0,FASULYE (TAZE),FASULYETAZE,BUGDAYDANE,FASULYETAZE,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U25,HIYAR (SOFRALIK),HIYARSOFRALIK,2700.0,Sebze,Sebze,626.19,479.03,1690713.0,1293381.0,2.75,7425.0,1.0,2015210.7426455873,-36072.0,0,1,Damla,0.765,Ağustos,172.5,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,5200.0,14040000.0,2750.0,HIYAR (SOFRALIK),HIYARSOFRALIK,BUGDAYDANE,HIYARSOFRALIK,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U26,KABAK (SAKIZ),KABAKSAKIZ,2700.0,Sebze,Sebze,644.47,493.01,1740069.0,1331127.0,3.0,8100.0,1.0,2015210.7426455873,-85428.0,0,1,Damla,0.765,Ağustos,176.75,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,6500.0,17550000.0,3000.0,KABAK (SAKIZ),KABAKSAKIZ,BUGDAYDANE,KABAKSAKIZ,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U27,KABAK (BAL),KABAKBAL,2700.0,Sebze,Sebze,657.58,503.05,1775466.0,1358235.0,3.0,8100.0,1.0,2015210.7426455873,-120825.0,0,1,Damla,0.765,Ağustos,179.8,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,7000.0,18900000.0,3000.0,KABAK (BAL),KABAKBAL,BUGDAYDANE,KABAKBAL,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U28,KABAK (ÇEREZLİK),KABAKCEREZLIK,2700.0,Sebze,Sebze,566.14,433.09,1528578.0,1169343.0,0.1,270.0,1.0,2015210.7426455873,126063.0,0,1,Damla,0.765,Ağustos,158.58,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,4500.0,12150000.0,100.0,KABAK (ÇEREZLİK),KABAKCEREZLIK,BUGDAYDANE,KABAKCEREZLIK,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U29,KARPUZ,KARPUZ,2700.0,Sebze,Sebze,643.18,492.03,1736586.0,1328481.0,4.5,12150.0,1.0,2015210.7426455873,-81945.0,0,1,Damla,0.765,Ağustos,181.56,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,4500.0,12150000.0,4500.0,KARPUZ,KARPUZ,BUGDAYDANE,KARPUZ,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U30,KAVUN,KAVUN,2700.0,Sebze,Sebze,657.59,503.06,1775493.0,1358262.0,3.5,9450.0,1.0,2015210.7426455873,-120852.0,0,1,Damla,0.765,Ağustos,184.98,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,4700.0,12690000.0,3500.0,KAVUN,KAVUN,BUGDAYDANE,KAVUN,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U31,LAHANA (BEYAZ),LAHANABEYAZ,2700.0,Sebze,Sebze,414.49,264.24,1119123.0,713448.0,7.0,18900.0,1.0,2015210.7426455873,535518.0,0,1,Yagmurlama,0.637,Ağustos,112.27,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,4972.748,13426419.6,7000.0,LAHANA (BEYAZ),LAHANABEYAZ,BUGDAYDANE,LAHANABEYAZ,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U32,LAHANA (KIRMIZI),LAHANAKIRMIZI,2700.0,Sebze,Sebze,414.49,264.24,1119123.0,713448.0,6.0,16200.0,1.0,2015210.7426455873,535518.0,0,1,Yagmurlama,0.637,Ağustos,112.27,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,5200.0,14040000.0,6000.0,LAHANA (KIRMIZI),LAHANAKIRMIZI,BUGDAYDANE,LAHANAKIRMIZI,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U33,SOĞAN (KURU),SOGANKURU,2700.0,Sebze,Sebze,1004.01,640.06,2710827.0,1728162.0,6.5,17550.0,1.0,2015210.7426455873,-1056186.0,0,0,Yagmurlama,0.637,Temmuz,267.73,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,12779.786,34505422.2,6500.0,SOĞAN (KURU),SOGANKURU,BUGDAYDANE,SOGANKURU,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U34,SARIMSAK (KURU),SARIMSAKKURU,2700.0,Sebze,Sebze,914.56,583.04,2469312.0,1574208.0,1.0,2700.0,1.0,2015210.7426455873,-814671.0,0,0,Yagmurlama,0.637,Temmuz,244.69,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,10046.808,27126381.6,1000.0,SARIMSAK (KURU),SARIMSAKKURU,BUGDAYDANE,SARIMSAKKURU,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U35,SOĞAN (TAZE),SOGANTAZE,2700.0,Sebze,Sebze,616.2,392.83,1663740.0,1060641.0,1.75,4725.0,1.0,2015210.7426455873,-9099.0,0,1,Yagmurlama,0.637,Haziran,210.98,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,7000.0,18900000.0,1750.0,SOĞAN (TAZE),SOGANTAZE,BUGDAYDANE,SOGANTAZE,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U36,BAĞ,BAG,2700.0,Meyve_Bahce,Meyve,642.52,491.53,1734804.0,1327131.0,0.2,540.0,1.0,2015210.7426455873,-80163.0,0,1,Damla,0.765,Ağustos,177.62,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,8000.0,21600000.0,200.0,BAĞ,BAG,BUGDAYDANE,BAG,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U37,ARMUT,ARMUT,2700.0,Meyve_Bahce,Meyve,847.94,648.67,2289438.0,1751409.0,2.326,6280.2,1.0,2015210.7426455873,-634797.0,0,0,Damla,0.765,Temmuz,213.67,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,10000.0,27000000.0,2326.0,ARMUT,ARMUT,BUGDAYDANE,ARMUT,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U38,ELMA,ELMA,2700.0,Meyve_Bahce,Meyve,812.97,621.92,2195019.0,1679184.0,3.2954,8897.58,1.0,2015210.7426455873,-540378.0,0,0,Damla,0.765,Temmuz,205.18,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,11000.0,29700000.0,3295.4,ELMA,ELMA,BUGDAYDANE,ELMA,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U39,ERİK,ERIK,2700.0,Meyve_Bahce,Meyve,782.99,598.98,2114073.0,1617246.0,5.46,14742.0,1.0,2015210.7426455873,-459432.0,0,0,Damla,0.765,Temmuz,197.91,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,9000.0,24300000.0,5460.0,ERİK,ERIK,BUGDAYDANE,ERIK,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U40,KAYSI,KAYSI,2700.0,Meyve_Bahce,Meyve,800.55,612.42,2161485.0,1653534.0,1.2457,3363.39,1.0,2015210.7426455873,-506844.0,0,0,Damla,0.765,Temmuz,202.18,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,9500.0,25650000.0,1245.7,KAYSI,KAYSI,BUGDAYDANE,KAYSI,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U41,KİRAZ,KIRAZ,2700.0,Meyve_Bahce,Meyve,810.55,620.06,2188485.0,1674162.0,1.6364,4418.28,1.0,2015210.7426455873,-533844.0,0,0,Damla,0.765,Temmuz,204.58,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,11500.0,31050000.0,1636.4,KİRAZ,KIRAZ,BUGDAYDANE,KIRAZ,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U42,NEKTAR,NEKTAR,2700.0,Meyve_Bahce,Meyve,847.94,648.67,2289438.0,1751409.0,1.1011,2972.97,1.0,2015210.7426455873,-634797.0,0,0,Damla,0.765,Temmuz,213.67,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,10000.0,27000000.0,1101.1,NEKTAR,NEKTAR,BUGDAYDANE,NEKTAR,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U43,ŞEFTALİ,SEFTALI,2700.0,Meyve_Bahce,Meyve,847.94,648.67,2289438.0,1751409.0,2.218,5988.6,1.0,2015210.7426455873,-634797.0,0,0,Damla,0.765,Temmuz,213.67,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,9800.0,26460000.0,2218.0,ŞEFTALİ,SEFTALI,BUGDAYDANE,SEFTALI,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U44,VİŞNE,VISNE,2700.0,Meyve_Bahce,Meyve,810.55,620.06,2188485.0,1674162.0,2.94,7938.0,1.0,2015210.7426455873,-533844.0,0,0,Damla,0.765,Temmuz,204.58,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,9500.0,25650000.0,2940.0,VİŞNE,VISNE,BUGDAYDANE,VISNE,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
P1,P001,Sazlıca,Merkez,BUĞDAY (Dane),U45,BADEM,BADEM,2700.0,Meyve_Bahce,Meyve,658.27,503.57,1777329.0,1359639.0,0.3524,951.48,1.0,2015210.7426455873,-122688.0,0,1,Damla,0.765,Temmuz,170.22,Tınlı-killi tınlı; organik madde düşük-orta; yağışa bağlı,sazlica_2024_profesyonel_guncel_v12_profesyonel_duzenli (1).xlsx,9000.0,24300000.0,352.4,BADEM,BADEM,BUGDAYDANE,BADEM,428510.98217,1654641.0,2015210.7426455873,1907039.8198519112
